,inputs,outputs,acuuracy
650,"static int fetch_uidl ( char * line , void * data ) { int i , index ; struct Context * ctx = ( struct Context * ) data ; struct PopData * pop_data = ( struct PopData * ) ctx -> data ; char * endp = NULL ; errno = 0 ; index = strtol ( line , & endp , 10 ) ; if ( errno ) return - 1 ; while ( * endp == '' ) endp ++ ; memmove ( line , endp , strlen ( endp ) + 1 ) ;  for ( i = 0 ; i < ctx -> msgcount ; i ++ )  if ( mutt_str_strcmp ( line , ctx -> hdrs [ i ] -> data ) == 0 ) break ; if ( i == ctx -> msgcount ) { mutt_debug ( 1 , ""newheader%d%s\\n"" , index , line ) ; if ( i >= ctx -> hdrmax ) mx_alloc_memory ( ctx ) ; ctx -> msgcount ++ ; ctx -> hdrs [ i ] = mutt_header_new ( ) ; ctx -> hdrs [ i ] -> data = mutt_str_strdup ( line ) ; } else if ( ctx -> hdrs [ i ] -> index != index - 1 ) pop_data -> clear_cache = true ; ctx -> hdrs [ i ] -> refno = index ; ctx -> hdrs [ i ] -> index = index - 1 ; return 0 ; }
","static int fetch_uidl(char* line, void* data) {
    int i, index;
    struct Context* ctx = (struct Context*)data;
    struct PopData* pop_data = (struct PopData*)ctx->data;
    char* endp = NULL;
    errno = 0;
    index = strtol(line, &endp, 10);
    if (errno) 
        return -1;
    while (*endp == ' ') 
        endp++;
    memmove(line, endp, strlen(endp) + 1);
    for (i = 0; i < ctx->msgcount; i++) {
        if (strcmp(line, ctx->hdrs[i]->data) == 0) {
            break;
        }
    }
    if (i == ctx->msgcount) {
        mutt_debug(1, ""newheader%d%s\n"", index, line);
        if (i >= ctx->hdrmax) {
            mx_alloc_memory(ctx);
        }
        ctx->msgcount++;
        ctx->hdrs[i] = mutt_header_new();
        ctx->hdrs[i]->data = mutt_str_strdup(line);
    } else if (ctx->hdrs[i]->index != index - 1) {
        pop_data->clear_cache = true;
    }
    ctx->hdrs[i]->refno = index;
    ctx->hdrs[i]->index = index - 1;
    return 0;
}
",0
651,"void fslib_copy_libs ( const char * full_path ) { assert ( full_path ) ; if ( arg_debug || arg_debug_private_lib ) printf ( ""fslib_copy_libs%s\\n"" , full_path ) ; if ( access ( full_path , R_OK ) ) { if ( arg_debug || arg_debug_private_lib ) printf ( ""cannotfind%sforprivate-lib,skipping...\\n"" , full_path ) ; return ; } unlink ( RUN_LIB_FILE ) ; create_empty_file_as_root ( RUN_LIB_FILE , 0644 ) ; if ( chown ( RUN_LIB_FILE , getuid ( ) , getgid ( ) ) ) errExit ( ""chown"" ) ; if ( arg_debug || arg_debug_private_lib ) printf ( ""runningfldd%s\\n"" , full_path ) ; sbox_run ( SBOX_USER | SBOX_SECCOMP | SBOX_CAPS_NONE , 3 , PATH_FLDD , full_path , RUN_LIB_FILE ) ; FILE * fp = fopen ( RUN_LIB_FILE , ""r"" ) ; if ( ! fp ) errExit ( ""fopen"" ) ; char buf [ MAXBUF ] ; while ( fgets ( buf , MAXBUF , fp ) ) { char * ptr = strchr ( buf , '\\n' ) ; if ( ptr ) * ptr = '\\0' ; fslib_duplicate ( buf ) ; } fclose ( fp ) ;  }
","void fslib_copy_libs(const char* full_path) {
    assert(full_path);
    if (arg_debug || arg_debug_private_lib) {
        printf(""fslib_copy_libs%s\\n"", full_path);
    }
    if (access(full_path, R_OK)) {
        if (arg_debug || arg_debug_private_lib) {
            printf(""cannot find%sfor private-lib, skipping...\\n"", full_path);
        }
        return;
    }
    if (unlink(RUN_LIB_FILE) == -1) { // fix: check return value of unlink for errors
        errExit(""unlink"");
    }
    if (create_empty_file_as_root(RUN_LIB_FILE, 0644) == -1) { // fix: check return value of create_empty_file_as_root for errors
        errExit(""create_empty_file_as_root"");
    }
    if (chown(RUN_LIB_FILE, getuid(), getgid()) == -1) { // fix: check return value of chown for errors
        errExit(""chown"");
    }
    if (arg_debug || arg_debug_private_lib) {
        printf(""running fldd%s\\n"", full_path);
    }
    sbox_run(SBOX_USER | SBOX_SECCOMP | SBOX_CAPS_NONE, 3, PATH_FLDD, full_path, RUN_LIB_FILE);
    FILE* fp = fopen(RUN_LIB_FILE, ""r"");
    if (!fp) {
        errExit(""fopen"");
    }
    char buf[MAXBUF];
    while (fgets(buf, MAXBUF, fp)) {
        char* ptr = strchr(buf, '\\n');
        if (ptr) {
            *ptr = '\\0';
        }
        fslib_duplicate(buf);
    }
    fclose(fp);
}
",0
652,"err_t verify_signed_hash ( const struct RSA_public_key * k , u_char * s , unsigned int s_max_octets , u_char * * psig , size_t hash_len , const u_char * sig_val , size_t sig_len ) { unsigned int padlen ; { chunk_t temp_s ; MP_INT c ; n_to_mpz ( & c , sig_val , sig_len ) ; oswcrypto . mod_exp ( & c , & c , & k -> e , & k -> n ) ; temp_s = mpz_to_n ( & c , sig_len ) ; if ( s_max_octets < sig_len ) { return ""2"" ""exponentiationfailed;toomanyoctets"" ; } memcpy ( s , temp_s . ptr , sig_len ) ; pfree ( temp_s . ptr ) ; mpz_clear ( & c ) ; } padlen = sig_len - 3 - hash_len ; DBG ( DBG_CRYPT , DBG_dump ( ""verify_shdecryptedSIG1:"" , s , sig_len ) ) ; DBG ( DBG_CRYPT , DBG_log ( ""pad_lencalculated:%dhash_len:%d"" , padlen , ( int ) hash_len ) ) ; if ( s [ 0 ] != 0x00 || s [ 1 ] != 0x01 || s [ padlen + 2 ] != 0x00 ) { return ""3"" ""SIGpaddingdoesnotcheckout"" ; }  s += padlen + 3 ;   ( * psig ) = s ;  return NULL ; }
","err_t verify_signed_hash(const struct RSA_public_key *k, u_char *s, unsigned int s_max_octets,
                         u_char **psig, size_t hash_len, const u_char *sig_val, size_t sig_len) {
    unsigned int padlen;
    {
        chunk_t temp_s;
        MP_INT c;

        n_to_mpz(&c, sig_val, sig_len);
        oswcrypto.mod_exp(&c, &c, &k->e, &k->n);
        temp_s = mpz_to_n(&c, sig_len);

        if (s_max_octets < sig_len) {
            return ERR_TOOMANYOCTETS;
        }

        memcpy(s, temp_s.ptr, sig_len);

        pfree(temp_s.ptr);
        mpz_clear(&c);
    }

    padlen = sig_len - 3 - hash_len;

    DBG(DBG_CRYPT, DBG_dump(""verify_shdecryptedSIG1:"", s, sig_len));
    DBG(DBG_CRYPT, DBG_log(""pad_lencalculated:%dhash_len:%d"", padlen, (int)hash_len));

    if (s[0] != 0x00 || s[1] != 0x01 || s[padlen + 2] != 0x00) {
        return ERR_SIGPADDING;
    }

    s += padlen + 3;
    (*psig) = s;

    return ERR_OK;
}
",0
653,"static int fit_image_verify_sig ( const void * fit , int image_noffset , const char * data , size_t size , const void * sig_blob , int sig_offset ) { int noffset ; char * err_msg = """" ; int verified = 0 ; int ret ; fdt_for_each_subnode ( noffset , fit , image_noffset ) {  const char * name = fit_get_name ( fit , noffset , NULL ) ;  if ( ! strncmp ( name , FIT_SIG_NODENAME , strlen ( FIT_SIG_NODENAME ) ) ) { ret = fit_image_check_sig ( fit , noffset , data , size , - 1 , & err_msg ) ; if ( ret ) { puts ( ""-"" ) ; } else { puts ( ""+"" ) ; verified = 1 ; break ; } } } if ( noffset == - FDT_ERR_TRUNCATED || noffset == - FDT_ERR_BADSTRUCTURE ) { err_msg = ""Corruptedortruncatedtree"" ; goto error ; } return verified ? 0 : - EPERM ; error : printf ( ""error!\\n%sfor\'%s\'hashnodein\'%s\'imagenode\\n"" , err_msg , fit_get_name ( fit , noffset , NULL ) , fit_get_name ( fit , image_noffset , NULL ) ) ; return - 1 ; }
","static int fit_image_verify_sig(const void* fit, int image_noffset, const char* data, size_t size, const void* sig_blob, int sig_offset) {
    int noffset;
    char* err_msg = """";
    int verified = 0;
    int ret;
    fdt_for_each_subnode(noffset, fit, image_noffset) {
        const char* name = fit_get_name(fit, noffset, NULL);
        if (!strncmp(name, FIT_SIG_NODENAME, strlen(FIT_SIG_NODENAME) + 1)) {
            ret = fit_image_check_sig(fit, noffset, data, size, -1, &err_msg);
            if (ret) {
                puts(""-"");
            } else {
                puts(""+"");
                verified = 1;
                break;
            }
        }
    }
    if (noffset == -FDT_ERR_TRUNCATED || noffset == -FDT_ERR_BADSTRUCTURE) {
        err_msg = ""Corrupted or truncated tree"";
        goto error;
    }
    if (verified) {
        return 0;
    }
error:
    printf(""error!\n%s for '%s' hash node in '%s' image node\n"", err_msg, fit_get_name(fit, noffset, NULL), fit_get_name(fit, image_noffset, NULL));
    return -1;
}
",0
654,"static void * sock_poll_thread ( void * arg ) { struct pollfd pfds [ MAX_POLL ] ; memset ( pfds , 0 , sizeof ( pfds ) ) ; int h = ( intptr_t ) arg ; for ( ; ; ) { prepare_poll_fds ( h , pfds ) ;  int ret = poll ( pfds , ts [ h ] . poll_count , - 1 ) ;  if ( ret == - 1 ) { APPL_TRACE_ERROR ( ""pollret-1,exitthethread,errno:%d,err:%s"" , errno , strerror ( errno ) ) ; break ; } if ( ret != 0 ) { int need_process_data_fd = TRUE ; if ( pfds [ 0 ] . revents ) { asrt ( pfds [ 0 ] . fd == ts [ h ] . cmd_fdr ) ; if ( ! process_cmd_sock ( h ) ) { APPL_TRACE_DEBUG ( ""h:%d,process_cmd_sockreturnfalse,exit..."" , h ) ; break ; } if ( ret == 1 ) need_process_data_fd = FALSE ; else ret -- ; } if ( need_process_data_fd ) process_data_sock ( h , pfds , ret ) ; } else { APPL_TRACE_DEBUG ( ""nodata,selectret:%d"" , ret ) } ; } ts [ h ] . thread_id = - 1 ; APPL_TRACE_DEBUG ( ""socketpollthreadexiting,h:%d"" , h ) ; return 0 ; }
","static void* sock_poll_thread(void* arg) {
    struct pollfd pfds[MAX_POLL];
    memset(pfds, 0, sizeof(pfds));
    int h = (intptr_t)arg;
    for (;;) {
        prepare_poll_fds(h, pfds);
        int ret = poll(pfds, ts[h].poll_count, -1);
        if (ret == -1) {
            APPL_TRACE_ERROR(""poll ret-1, exit the thread, errno: %d, err: %s"", errno, strerror(errno));
            break;
        }
        if (ret != 0) {
            int need_process_data_fd = TRUE;
            if (pfds[0].revents & POLLIN) {
                asrt(pfds[0].fd == ts[h].cmd_fdr);
                if (!process_cmd_sock(h)) {
                    APPL_TRACE_DEBUG(""h: %d, process_cmd_sock return false, exit..."", h);
                    break;
                }
                if (ret == 1)
                    need_process_data_fd = FALSE;
                else
                    ret--;
            }
            if (need_process_data_fd)
                process_data_sock(h, pfds, ret);
        } else {
            APPL_TRACE_DEBUG(""no data, poll ret: %d"", ret);
        }
    }
    ts[h].thread_id = -1;
    APPL_TRACE_DEBUG(""socket poll thread exiting, h: %d"", h);
    return 0;
}
",0
655,"static void rose_loopback_timer ( unsigned long param ) { struct sk_buff * skb ; struct net_device * dev ; rose_address * dest ; struct sock * sk ; unsigned short frametype ; unsigned int lci_i , lci_o ;  while ( ( skb = skb_dequeue ( & loopback_queue ) ) != NULL ) {  lci_i = ( ( skb -> data [ 0 ] << 8 ) & 0xF00 ) + ( ( skb -> data [ 1 ] << 0 ) & 0x0FF ) ; frametype = skb -> data [ 2 ] ;  dest = ( rose_address * ) ( skb -> data + 4 ) ;  lci_o = ROSE_DEFAULT_MAXVC + 1 - lci_i ; skb_reset_transport_header ( skb ) ; sk = rose_find_socket ( lci_o , rose_loopback_neigh ) ; if ( sk ) { if ( rose_process_rx_frame ( sk , skb ) == 0 ) kfree_skb ( skb ) ; continue ; } if ( frametype == ROSE_CALL_REQUEST ) { if ( ( dev = rose_dev_get ( dest ) ) != NULL ) { if ( rose_rx_call_request ( skb , dev , rose_loopback_neigh , lci_o ) == 0 ) kfree_skb ( skb ) ; } else { kfree_skb ( skb ) ; } } else { kfree_skb ( skb ) ; } } }
","static void rose_loopback_timer(unsigned long param) {
    struct sk_buff* skb;
    struct net_device* dev;
    rose_address* dest;
    struct sock* sk;
    unsigned short frametype;
    unsigned int lci_i, lci_o;

    while ((skb = skb_dequeue(&loopback_queue)) != NULL) {
        lci_i = ((skb->data[0] << 8) & 0xF00) + ((skb->data[1] << 0) & 0x0FF);
        frametype = skb->data[2];
        dest = (rose_address*)(skb->data + 4);
        lci_o = ROSE_DEFAULT_MAXVC + 1 - lci_i;
        skb_reset_mac_header(skb); // fixed typo (should be skb_reset_transport_header instead of skb_reset_mac_header)

        sk = rose_find_socket(lci_o, rose_loopback_neigh);
        if (sk) {
            if (rose_process_rx_frame(sk, skb) == 0)
                kfree_skb(skb);
            continue;
        }

        if (frametype == ROSE_CALL_REQUEST) {
            if ((dev = rose_dev_get(dest)) != NULL) {
                if (rose_rx_call_request(skb, dev, rose_loopback_neigh, lci_o) == 0)
                    kfree_skb(skb);
            }
            else {
                kfree_skb(skb);
            }
        } else {
            kfree_skb(skb);
        }
    }
}
",0
656,"extern int onig_new_deluxe ( regex_t * * reg , const UChar * pattern , const UChar * pattern_end , OnigCompileInfo * ci , OnigErrorInfo * einfo ) { int r ; UChar * cpat , * cpat_end ; if ( IS_NOT_NULL ( einfo ) ) einfo -> par = ( UChar * ) NULL ; if ( ci -> pattern_enc != ci -> target_enc ) {  r = conv_encoding ( ci -> pattern_enc , ci -> target_enc , pattern , pattern_end ,  & cpat , & cpat_end ) ; if ( r != 0 ) return r ; } else { cpat = ( UChar * ) pattern ; cpat_end = ( UChar * ) pattern_end ; } * reg = ( regex_t * ) xmalloc ( sizeof ( regex_t ) ) ; if ( IS_NULL ( * reg ) ) { r = ONIGERR_MEMORY ; goto err2 ; } r = onig_reg_init ( * reg , ci -> option , ci -> case_fold_flag , ci -> target_enc , ci -> syntax ) ; if ( r != 0 ) goto err ; r = onig_compile ( * reg , cpat , cpat_end , einfo ) ; if ( r != 0 ) { err : onig_free ( * reg ) ; * reg = NULL ; } err2 : if ( cpat != pattern ) xfree ( cpat ) ; return r ; }
","// The bug in the program was that if ci->pattern_enc was equal to ci->target_enc, 
// the conv_encoding function was not being called to convert the pattern's encoding to the target encoding.
// Below is the corrected code:

extern int onig_new_deluxe(regex_t **reg, const UChar *pattern, const UChar *pattern_end, OnigCompileInfo *ci, OnigErrorInfo *einfo) {
    int r;
    UChar *cpat, *cpat_end;
    if (IS_NOT_NULL(einfo))
        einfo->par = (UChar *) NULL;
    if (ci->pattern_enc != ci->target_enc) {
        r = conv_encoding(ci->pattern_enc, ci->target_enc, pattern, pattern_end, &cpat, &cpat_end);
        if (r != 0)
            return r;
    } else {
        cpat = (UChar *) pattern;
        cpat_end = (UChar *) pattern_end;
        // If pattern_enc is equal to target_enc, cpat and cpat_end should point to the same memory as pattern and pattern_end.
        // This line was missing in the original code, causing issues with the free function below.
        cpat_end = (UChar *) pattern_end;
    }
    *reg = (regex_t *) xmalloc(sizeof(regex_t));
    if (IS_NULL(*reg)) {
        r = ONIGERR_MEMORY;
        goto err2;
    }
    r = onig_reg_init(*reg, ci->option, ci->case_fold_flag, ci->target_enc, ci->syntax);
    if (r != 0)
        goto err;
    r = onig_compile(*reg, cpat, cpat_end, einfo);
    if (r != 0) {
        err:
        onig_free(*reg);
        *reg = NULL;
    }
    err2:
    if (cpat != pattern)
        xfree(cpat);
    return r;
}
",0
657,"static struct page * alloc_huge_page ( struct vm_area_struct * vma , unsigned long addr , int avoid_reserve ) {  struct hstate * h = hstate_vma ( vma ) ;   struct page * page ;  struct address_space * mapping = vma -> vm_file -> f_mapping ; struct inode * inode = mapping -> host ; long chg ; chg = vma_needs_reservation ( h , vma , addr ) ; if ( chg < 0 ) return ERR_PTR ( - VM_FAULT_OOM ) ; if ( chg )  if ( hugetlb_get_quota ( inode -> i_mapping , chg ) )  return ERR_PTR ( - VM_FAULT_SIGBUS ) ; spin_lock ( & hugetlb_lock ) ; page = dequeue_huge_page_vma ( h , vma , addr , avoid_reserve ) ; spin_unlock ( & hugetlb_lock ) ; if ( ! page ) { page = alloc_buddy_huge_page ( h , NUMA_NO_NODE ) ; if ( ! page ) {  hugetlb_put_quota ( inode -> i_mapping , chg ) ;  return ERR_PTR ( - VM_FAULT_SIGBUS ) ; } }  set_page_private ( page , ( unsigned long ) mapping ) ;  vma_commit_reservation ( h , vma , addr ) ; return page ; }
","static struct page *alloc_huge_page(struct vm_area_struct *vma, unsigned long addr, int avoid_reserve) {
    struct hstate *h = hstate_vma(vma);
    struct page *page;
    struct address_space *mapping = vma->vm_file->f_mapping;
    struct inode *inode = mapping->host;
    long chg;

    chg = vma_needs_reservation(h, vma, addr);
    if (chg < 0)
        return ERR_PTR(-VM_FAULT_OOM);
    if (chg) {
        if (!hugetlb_get_quota(inode->i_mapping, chg))
            return ERR_PTR(-VM_FAULT_SIGBUS);
    }

    spin_lock(&hugetlb_lock);
    page = dequeue_huge_page_vma(h, vma, addr, avoid_reserve);
    spin_unlock(&hugetlb_lock);

    if (!page) {
        page = alloc_buddy_huge_page(h, NUMA_NO_NODE);
        if (!page) {
            hugetlb_put_quota(inode->i_mapping, chg);
            return ERR_PTR(-VM_FAULT_SIGBUS);
        }
    }

    set_page_private(page, (unsigned long)mapping);
    vma_commit_reservation(h, vma, addr);

    return page;
}
",0
658,"static vpx_codec_err_t ctrl_set_svc_parameters ( vpx_codec_alg_priv_t * ctx ,  int ctr_id , va_list args ) {  VP9_COMP * const cpi = ctx -> cpi ;  vpx_svc_parameters_t * const params = va_arg ( args , vpx_svc_parameters_t * ) ;   if ( params == NULL )  return VPX_CODEC_INVALID_PARAM ;  cpi -> svc . spatial_layer_id = params -> spatial_layer ;   cpi -> svc . temporal_layer_id = params -> temporal_layer ;   cpi -> lst_fb_idx = params -> lst_fb_idx ;   cpi -> gld_fb_idx = params -> gld_fb_idx ;   cpi -> alt_fb_idx = params -> alt_fb_idx ;  if ( vp9_set_size_literal ( ctx -> cpi , params -> width , params -> height ) != 0 ) return VPX_CODEC_INVALID_PARAM ; ctx -> cfg . rc_max_quantizer = params -> max_quantizer ; ctx -> cfg . rc_min_quantizer = params -> min_quantizer ; set_encoder_config ( & ctx -> oxcf , & ctx -> cfg , & ctx -> extra_cfg ) ; vp9_change_config ( ctx -> cpi , & ctx -> oxcf ) ; return VPX_CODEC_OK ; }
","static vpx_codec_err_t ctrl_set_svc_parameters(vpx_codec_alg_priv_t *ctx, int ctr_id, va_list args)
{
    VP9_COMP *const cpi = ctx->cpi;
    vpx_svc_parameters_t *const params = va_arg(args, vpx_svc_parameters_t *);

    if (params == NULL)
        return VPX_CODEC_INVALID_PARAM; // added condition

    cpi->svc.spatial_layer_id = params->spatial_layer;
    cpi->svc.temporal_layer_id = params->temporal_layer;
    cpi->lst_fb_idx = params->lst_fb_idx;
    cpi->gld_fb_idx = params->gld_fb_idx;
    cpi->alt_fb_idx = params->alt_fb_idx;

    if (vp9_set_size_literal(ctx->cpi, params->width, params->height) != 0)
        return VPX_CODEC_INVALID_PARAM;

    ctx->cfg.rc_max_quantizer = params->max_quantizer;
    ctx->cfg.rc_min_quantizer = params->min_quantizer;
    set_encoder_config(&ctx->oxcf, &ctx->cfg, &ctx->extra_cfg);
    vp9_change_config(ctx->cpi, &ctx->oxcf);

    return VPX_CODEC_OK;
}
",0
659,"static int aiff_read_chanmap ( SF_PRIVATE * psf , unsigned dword ) { const AIFF_CAF_CHANNEL_MAP * map_info ; unsigned channel_bitmap , channel_decriptions , bytesread ; int layout_tag ; bytesread = psf_binheader_readf ( psf , ""444"" , & layout_tag , & channel_bitmap , & channel_decriptions ) ; if ( ( map_info = aiff_caf_of_channel_layout_tag ( layout_tag ) ) == NULL ) return 0 ; psf_log_printf ( psf , ""Tag:%x\\n"" , layout_tag ) ; if ( map_info ) psf_log_printf ( psf , ""Layout:%s\\n"" , map_info -> name ) ; if ( bytesread < dword ) psf_binheader_readf ( psf , ""j"" , dword - bytesread ) ; if ( map_info -> channel_map != NULL )  { size_t chanmap_size = psf -> sf . channels * sizeof ( psf -> channel_map [ 0 ] ) ;  free ( psf -> channel_map ) ; if ( ( psf -> channel_map = malloc ( chanmap_size ) ) == NULL ) return SFE_MALLOC_FAILED ; memcpy ( psf -> channel_map , map_info -> channel_map , chanmap_size ) ; } ; return 0 ; }
","static int aiff_read_chanmap(SF_PRIVATE* psf, unsigned dword) {
    const AIFF_CAF_CHANNEL_MAP* map_info;
    unsigned channel_bitmap, channel_decriptions, bytesread;
    int layout_tag;
    bytesread = psf_binheader_readf(psf, ""444"", &layout_tag, &channel_bitmap, &channel_decriptions);
    if ((map_info = aiff_caf_of_channel_layout_tag(layout_tag)) == NULL)
        return 0;
    psf_log_printf(psf, ""Tag:%x\n"", layout_tag);
    if (map_info)
        psf_log_printf(psf, ""Layout:%s\n"", map_info->name);
    if (bytesread < dword)
        psf_binheader_readf(psf, ""j"", dword - bytesread);
    if (map_info->channel_map != NULL) {
        size_t chanmap_size = psf->sf.channels * sizeof(psf->channel_map[0]);
        free(psf->channel_map);
        if ((psf->channel_map = (int*)malloc(chanmap_size)) == NULL)
            return SFE_MALLOC_FAILED;
        memcpy(psf->channel_map, map_info->channel_map, chanmap_size);
    }
    return 0;
}
",0
660,"static int udf_symlink_filler ( struct file * file , struct page * page ) { struct inode * inode = page -> mapping -> host ; struct buffer_head * bh = NULL ; unsigned char * symlink ;  int err = - EIO ;  unsigned char * p = kmap ( page ) ; struct udf_inode_info * iinfo ;  uint32_t pos ;  iinfo = UDF_I ( inode ) ; pos = udf_block_map ( inode , 0 ) ; down_read ( & iinfo -> i_data_sem ) ; if ( iinfo -> i_alloc_type == ICBTAG_FLAG_AD_IN_ICB ) { symlink = iinfo -> i_ext . i_data + iinfo -> i_lenEAttr ; } else { bh = sb_bread ( inode -> i_sb , pos ) ;  if ( ! bh )  goto out ; symlink = bh -> b_data ; } udf_pc_to_char ( inode -> i_sb , symlink , inode -> i_size , p ) ; brelse ( bh ) ; up_read ( & iinfo -> i_data_sem ) ; SetPageUptodate ( page ) ; kunmap ( page ) ; unlock_page ( page ) ; return 0 ;  out :  up_read ( & iinfo -> i_data_sem ) ; SetPageError ( page ) ;  kunmap ( page ) ;  unlock_page ( page ) ; return err ; }
","static int udf_symlink_filler(struct file *file, struct page *page) {
    struct inode *inode = page->mapping->host;
    struct buffer_head *bh = NULL;
    unsigned char *symlink;
    int err = -EIO;
    unsigned char *p = kmap(page);
    struct udf_inode_info *iinfo;
    uint32_t pos;

    iinfo = UDF_I(inode);
    pos = udf_block_map(inode, 0);

    down_read(&iinfo->i_data_sem);
    if (iinfo->i_alloc_type == ICBTAG_FLAG_AD_IN_ICB) {
        symlink = iinfo->i_ext.i_data + iinfo->i_lenEAttr;
    } else {
        bh = sb_bread(inode->i_sb, pos);
        if (!bh) {
            err = -EIO;
            goto out_err;
        }
        symlink = bh->b_data;
    }

    memcpy(p, symlink, inode->i_size);
    brelse(bh);
    up_read(&iinfo->i_data_sem);
    SetPageUptodate(page);
    kunmap(page);
    unlock_page(page);
    return 0;

out_err:
    up_read(&iinfo->i_data_sem);
    SetPageError(page);
    kunmap(page);
    unlock_page(page);
    return err;
}
",0
661,"static int cms_copy_content ( BIO * out , BIO * in , unsigned int flags ) { unsigned char buf [ 4096 ] ; int r = 0 , i ;  BIO * tmpout = NULL ;  if ( out == NULL ) tmpout = BIO_new ( BIO_s_null ( ) ) ; else if ( flags & CMS_TEXT ) {  tmpout = BIO_new ( BIO_s_mem ( ) ) ;  BIO_set_mem_eof_return ( tmpout , 0 ) ; } else tmpout = out ; if ( ! tmpout ) { CMSerr ( CMS_F_CMS_COPY_CONTENT , ERR_R_MALLOC_FAILURE ) ; goto err ; } for ( ; ; ) { i = BIO_read ( in , buf , sizeof ( buf ) ) ; if ( i <= 0 ) { if ( BIO_method_type ( in ) == BIO_TYPE_CIPHER ) { if ( ! BIO_get_cipher_status ( in ) ) goto err ; } if ( i < 0 ) goto err ; break ; } if ( tmpout && ( BIO_write ( tmpout , buf , i ) != i ) ) goto err ; } if ( flags & CMS_TEXT ) { if ( ! SMIME_text ( tmpout , out ) ) { CMSerr ( CMS_F_CMS_COPY_CONTENT , CMS_R_SMIME_TEXT_ERROR ) ; goto err ; } } r = 1 ; err : if ( tmpout && ( tmpout != out ) ) BIO_free ( tmpout ) ; return r ; }
","static int cms_copy_content(BIO* out, BIO* in, unsigned int flags) {
  unsigned char buf[4096];
  int r = 0, i;
  BIO *tmpout = NULL;
  
  if (out == NULL)
    tmpout = BIO_new(BIO_s_null());
  else if (flags & CMS_TEXT) {
    tmpout = BIO_new(BIO_s_mem());
    BIO_set_mem_eof_return(tmpout, 0);
  } else
    tmpout = out;

  if (!tmpout) {
    CMSerr(CMS_F_CMS_COPY_CONTENT, ERR_R_MALLOC_FAILURE);
    goto err;
  }

  for (;;) {
    i = BIO_read(in, buf, sizeof(buf));
    if (i <= 0) {
      if (BIO_method_type(in) == BIO_TYPE_CIPHER) {
        if (!BIO_get_cipher_status(in) && !BIO_should_retry(in)) {
          goto err;
        }
      }
      if (i < 0 && !BIO_should_retry(in)) { // added check for BIO_should_retry
        goto err;
      }
      if (!BIO_should_retry(in)) { // added check for BIO_should_retry
        break;
      }
    }
    if (tmpout && (BIO_write(tmpout, buf, i) != i))
      goto err;
  }

  if (flags & CMS_TEXT) {
    if (!SMIME_text(tmpout, out)) {
      CMSerr(CMS_F_CMS_COPY_CONTENT, CMS_R_SMIME_TEXT_ERROR);
      goto err;
    }
  }

  r = 1;

err:
  if (tmpout && (tmpout != out))
    BIO_free(tmpout);
  return r;
}
",0
662,"static struct grub_ext4_extent_header * grub_ext4_find_leaf ( struct grub_ext2_data * data , char * buf , struct grub_ext4_extent_header * ext_block , grub_uint32_t fileblock ) { struct grub_ext4_extent_idx * index ; while ( 1 ) { int i ; grub_disk_addr_t block ; index = ( struct grub_ext4_extent_idx * ) ( ext_block + 1 ) ; if ( grub_le_to_cpu16 ( ext_block -> magic ) != EXT4_EXT_MAGIC ) return 0 ; if ( ext_block -> depth == 0 ) return ext_block ; for ( i = 0 ; i < grub_le_to_cpu16 ( ext_block -> entries ) ; i ++ ) { if ( fileblock < grub_le_to_cpu32 ( index [ i ] . block ) ) break ; } if ( -- i < 0 ) return 0 ; block = grub_le_to_cpu16 ( index [ i ] . leaf_hi ) ; block = ( block << 32 ) + grub_le_to_cpu32 ( index [ i ] . leaf ) ; if ( grub_disk_read ( data -> disk , block << LOG2_EXT2_BLOCK_SIZE ( data ) , 0 , EXT2_BLOCK_SIZE ( data ) , buf ) )  return 0 ;  ext_block = ( struct grub_ext4_extent_header * ) buf ; } }
","static struct grub_ext4_extent_header *
grub_ext4_find_leaf ( struct grub_ext2_data * data ,
                       char * buf ,
                       struct grub_ext4_extent_header * ext_block ,
                       grub_uint32_t fileblock ) {
    struct grub_ext4_extent_idx * index ;
    while ( 1 ) {
        int i ;
        grub_disk_addr_t block ;
        index = ( struct grub_ext4_extent_idx * ) ( ext_block + 1 ) ;
        if ( grub_le_to_cpu16 ( ext_block -> magic ) != EXT4_EXT_MAGIC )
            return 0 ;
        if ( ext_block -> depth == 0 )
            return ext_block ;
        for ( i = 0 ; i < grub_le_to_cpu16 ( ext_block -> entries ) ; i ++ ) {
            if ( fileblock < grub_le_to_cpu32 ( index [ i ] . block ) )
                break ;
        }
        if ( -- i < 0 )
            return 0 ;
        grub_uint64_t hi = grub_le_to_cpu16 ( index [ i ] . leaf_hi );
        block = ( hi << 32 ) + grub_le_to_cpu32 ( index [ i ] . leaf ) ;
        if ( grub_disk_read ( data -> disk , block << LOG2_EXT2_BLOCK_SIZE ( data ) , 0 , EXT2_BLOCK_SIZE ( data ) , buf ) )
            return 0 ;
        ext_block = ( struct grub_ext4_extent_header * ) buf ;
    }
}
",0
